travel_time,id,kind,action,origin,destination,start_time,reward,reward_right
0.8833333333333333,7,AV,1,0,0,22,-0.8833333333333333,
0.5333333333333333,1,AV,0,0,0,35,-0.5333333333333333,
0.5666666666666667,3,AV,0,0,0,44,-0.5666666666666667,
0.4666666666666667,9,AV,0,0,0,18,-0.4666666666666667,
0.9833333333333333,8,AV,1,0,0,49,-0.9833333333333333,
0.8833333333333333,0,Human,1,0,0,12,-0.8833333333333333,-0.48333333333333334
0.5,2,Human,0,0,0,7,-0.5,-0.9166666666666666
1.0,4,Human,1,0,0,28,-1.0,-0.7833333333333333
0.8833333333333333,5,Human,1,0,0,3,-0.8833333333333333,-0.4666666666666667
0.9833333333333333,6,Human,1,0,0,40,-0.9833333333333333,-0.65
