id,action,origin,destination,start_time
260,0,0,0,780
261,1,1,1,780
262,0,0,0,786
263,1,1,1,786
264,1,0,0,792
265,0,1,1,792
266,2,0,0,798
267,0,1,1,798
268,1,0,0,804
269,1,1,1,804
270,1,0,0,810
271,2,1,1,810
272,0,0,0,816
273,2,1,1,816
274,0,0,0,822
275,1,1,1,822
276,1,0,0,828
277,0,1,1,828
278,1,0,0,834
279,2,1,1,834
280,1,0,0,840
281,1,1,1,840
282,1,0,0,846
283,2,1,1,846
284,2,0,0,852
285,2,1,1,852
286,1,0,0,858
287,2,1,1,858
288,2,0,0,864
289,2,1,1,864
290,1,0,0,870
291,1,1,1,870
292,2,0,0,876
293,2,1,1,876
294,2,0,0,882
295,1,1,1,882
296,0,0,0,888
297,1,1,1,888
298,2,0,0,894
299,2,1,1,894
300,1,0,0,900
301,1,1,1,900
302,1,0,0,906
303,2,1,1,906
304,1,0,0,912
305,2,1,1,912
306,1,0,0,918
307,0,1,1,918
308,2,0,0,924
309,2,1,1,924
310,0,0,0,930
311,2,1,1,930
312,1,0,0,936
313,2,1,1,936
314,1,0,0,942
315,1,1,1,942
316,2,0,0,948
317,1,1,1,948
318,1,0,0,954
319,0,1,1,954
320,1,0,0,960
321,2,1,1,960
322,2,0,0,966
323,0,1,1,966
324,2,0,0,972
325,0,1,1,972
326,0,0,0,978
327,0,1,1,978
328,2,0,0,984
329,0,1,1,984
330,1,0,0,990
331,2,1,1,990
332,0,0,0,996
333,0,1,1,996
334,0,0,0,1002
335,1,1,1,1002
336,0,0,0,1008
337,1,1,1,1008
338,0,0,0,1014
339,1,1,1,1014
340,1,0,0,1020
341,2,1,1,1020
342,1,0,0,1026
343,1,1,1,1026
344,2,0,0,1032
345,1,1,1,1032
346,0,0,0,1038
347,0,1,1,1038
348,0,0,0,1044
349,0,1,1,1044
350,1,0,0,1050
351,0,1,1,1050
352,2,0,0,1056
353,0,1,1,1056
354,0,0,0,1062
355,1,1,1,1062
356,2,0,0,1068
357,1,1,1,1068
358,0,0,0,1074
359,1,1,1,1074
360,1,0,0,1080
361,1,1,1,1080
362,0,0,0,1086
363,1,1,1,1086
364,0,0,0,1092
365,0,1,1,1092
366,1,0,0,1098
367,1,1,1,1098
368,0,0,0,1104
369,2,1,1,1104
370,1,0,0,1110
371,1,1,1,1110
372,0,0,0,1116
373,1,1,1,1116
374,0,0,0,1122
375,2,1,1,1122
376,2,0,0,1128
377,2,1,1,1128
378,0,0,0,1134
379,0,1,1,1134
380,2,0,0,1140
381,1,1,1,1140
382,0,0,0,1146
383,2,1,1,1146
384,0,0,0,1152
385,0,1,1,1152
386,2,0,0,1158
387,2,1,1,1158
388,1,0,0,1164
389,1,1,1,1164
390,1,0,0,1170
391,2,1,1,1170
392,1,0,0,1176
393,2,1,1,1176
394,1,0,0,1182
395,2,1,1,1182
396,1,0,0,1188
397,1,1,1,1188
398,0,0,0,1194
399,1,1,1,1194
400,1,0,0,1200
401,2,1,1,1200
402,2,0,0,1206
403,2,1,1,1206
404,2,0,0,1212
405,0,1,1,1212
406,0,0,0,1218
407,2,1,1,1218
408,0,0,0,1224
409,1,1,1,1224
410,1,0,0,1230
411,0,1,1,1230
412,1,0,0,1236
413,1,1,1,1236
414,2,0,0,1242
415,0,1,1,1242
416,1,0,0,1248
417,0,1,1,1248
418,2,0,0,1254
419,2,1,1,1254
420,2,0,0,1260
421,2,1,1,1260
422,0,0,0,1266
423,1,1,1,1266
424,1,0,0,1272
425,2,1,1,1272
426,0,0,0,1278
427,2,1,1,1278
428,0,0,0,1284
429,1,1,1,1284
430,0,0,0,1290
431,2,1,1,1290
432,2,0,0,1296
433,0,1,1,1296
434,2,0,0,1302
435,2,1,1,1302
436,2,0,0,1308
437,1,1,1,1308
438,1,0,0,1314
439,2,1,1,1314
440,0,0,0,1320
441,2,1,1,1320
442,1,0,0,1326
443,0,1,1,1326
444,2,0,0,1332
445,0,1,1,1332
446,1,0,0,1338
447,0,1,1,1338
448,0,0,0,1344
449,1,1,1,1344
450,0,0,0,1350
451,1,1,1,1350
452,2,0,0,1356
453,1,1,1,1356
454,1,0,0,1362
455,2,1,1,1362
456,0,0,0,1368
457,0,1,1,1368
458,2,0,0,1374
459,1,1,1,1374
460,1,0,0,1380
461,0,1,1,1380
462,1,0,0,1386
463,1,1,1,1386
464,0,0,0,1392
465,1,1,1,1392
466,0,0,0,1398
467,1,1,1,1398
468,1,0,0,1404
469,0,1,1,1404
470,2,0,0,1410
471,2,1,1,1410
472,0,0,0,1416
473,1,1,1,1416
474,2,0,0,1422
475,0,1,1,1422
476,0,0,0,1428
477,0,1,1,1428
478,0,0,0,1434
479,2,1,1,1434
480,2,0,0,1440
481,1,1,1,1440
482,1,0,0,1446
483,2,1,1,1446
484,0,0,0,1452
485,2,1,1,1452
486,2,0,0,1458
487,1,1,1,1458
488,2,0,0,1464
489,0,1,1,1464
490,2,0,0,1470
491,2,1,1,1470
492,2,0,0,1476
493,2,1,1,1476
494,1,0,0,1482
495,0,1,1,1482
496,1,0,0,1488
497,1,1,1,1488
498,2,0,0,1494
499,2,1,1,1494
500,0,0,0,1500
501,2,1,1,1500
502,2,0,0,1506
503,1,1,1,1506
504,1,0,0,1512
505,1,1,1,1512
506,2,0,0,1518
507,2,1,1,1518
508,0,0,0,1524
509,1,1,1,1524
510,2,0,0,1530
511,2,1,1,1530
512,0,0,0,1536
513,0,1,1,1536
514,0,0,0,1542
515,1,1,1,1542
516,1,0,0,1548
517,0,1,1,1548
518,0,0,0,1554
519,1,1,1,1554
520,1,0,0,1560
521,2,1,1,1560
522,1,0,0,1566
523,1,1,1,1566
524,0,0,0,1572
525,0,1,1,1572
526,2,0,0,1578
527,1,1,1,1578
528,1,0,0,1584
529,1,1,1,1584
530,1,0,0,1590
531,1,1,1,1590
532,2,0,0,1596
533,1,1,1,1596
534,1,0,0,1602
535,2,1,1,1602
536,2,0,0,1608
537,0,1,1,1608
538,1,0,0,1614
539,1,1,1,1614
540,2,0,0,1620
541,0,1,1,1620
542,0,0,0,1626
543,2,1,1,1626
544,1,0,0,1632
545,0,1,1,1632
546,1,0,0,1638
547,0,1,1,1638
548,2,0,0,1644
549,2,1,1,1644
550,2,0,0,1650
551,1,1,1,1650
552,0,0,0,1656
553,0,1,1,1656
554,0,0,0,1662
555,1,1,1,1662
556,1,0,0,1668
557,0,1,1,1668
558,0,0,0,1674
559,0,1,1,1674
560,2,0,0,1680
561,1,1,1,1680
562,2,0,0,1686
563,2,1,1,1686
564,0,0,0,1692
565,1,1,1,1692
566,2,0,0,1698
567,1,1,1,1698
568,0,0,0,1704
569,2,1,1,1704
570,1,0,0,1710
571,0,1,1,1710
572,1,0,0,1716
573,0,1,1,1716
574,0,0,0,1722
575,2,1,1,1722
576,1,0,0,1728
577,2,1,1,1728
578,2,0,0,1734
579,2,1,1,1734
580,0,0,0,1740
581,1,1,1,1740
582,1,0,0,1746
583,0,1,1,1746
584,0,0,0,1752
585,1,1,1,1752
586,0,0,0,1758
587,0,1,1,1758
588,2,0,0,1764
589,1,1,1,1764
590,0,0,0,1770
591,1,1,1,1770
592,0,0,0,1776
593,2,1,1,1776
594,0,0,0,1782
595,1,1,1,1782
596,2,0,0,1788
597,2,1,1,1788
598,1,0,0,1794
599,2,1,1,1794
600,1,0,0,1800
601,0,1,1,1800
602,0,0,0,1806
603,0,1,1,1806
604,0,0,0,1812
605,1,1,1,1812
606,1,0,0,1818
607,0,1,1,1818
608,1,0,0,1824
609,1,1,1,1824
610,1,0,0,1830
611,1,1,1,1830
612,1,0,0,1836
613,1,1,1,1836
614,0,0,0,1842
615,0,1,1,1842
616,1,0,0,1848
617,2,1,1,1848
618,0,0,0,1854
619,1,1,1,1854
620,2,0,0,1860
621,0,1,1,1860
622,0,0,0,1866
623,1,1,1,1866
624,1,0,0,1872
625,2,1,1,1872
626,1,0,0,1878
627,1,1,1,1878
628,2,0,0,1884
629,1,1,1,1884
630,0,0,0,1890
631,0,1,1,1890
632,1,0,0,1896
633,1,1,1,1896
634,0,0,0,1902
635,1,1,1,1902
636,1,0,0,1908
637,2,1,1,1908
638,2,0,0,1914
639,1,1,1,1914
640,2,0,0,1920
641,0,1,1,1920
642,2,0,0,1926
643,2,1,1,1926
644,2,0,0,1932
645,0,1,1,1932
646,2,0,0,1938
647,1,1,1,1938
648,0,0,0,1944
649,0,1,1,1944
650,1,0,0,1950
651,2,1,1,1950
652,2,0,0,1956
653,2,1,1,1956
654,0,0,0,1962
655,0,1,1,1962
656,1,0,0,1968
657,2,1,1,1968
658,2,0,0,1974
659,0,1,1,1974
660,0,0,0,1980
661,2,1,1,1980
662,2,0,0,1986
663,0,1,1,1986
664,2,0,0,1992
665,2,1,1,1992
666,0,0,0,1998
667,1,1,1,1998
668,0,0,0,2004
669,1,1,1,2004
670,2,0,0,2010
671,0,1,1,2010
672,0,0,0,2016
673,2,1,1,2016
674,0,0,0,2022
675,1,1,1,2022
676,1,0,0,2028
677,0,1,1,2028
678,1,0,0,2034
679,0,1,1,2034
680,2,0,0,2040
681,1,1,1,2040
682,1,0,0,2046
683,2,1,1,2046
684,1,0,0,2052
685,0,1,1,2052
686,1,0,0,2058
687,0,1,1,2058
688,1,0,0,2064
689,2,1,1,2064
690,2,0,0,2070
691,1,1,1,2070
692,2,0,0,2076
693,2,1,1,2076
694,0,0,0,2082
695,0,1,1,2082
696,0,0,0,2088
697,2,1,1,2088
698,0,0,0,2094
699,1,1,1,2094
700,2,0,0,2100
701,0,1,1,2100
702,1,0,0,2106
703,1,1,1,2106
704,0,0,0,2112
705,0,1,1,2112
706,2,0,0,2118
707,0,1,1,2118
708,1,0,0,2124
709,0,1,1,2124
710,1,0,0,2130
711,1,1,1,2130
712,1,0,0,2136
713,0,1,1,2136
714,0,0,0,2142
715,0,1,1,2142
716,2,0,0,2148
717,1,1,1,2148
718,2,0,0,2154
719,2,1,1,2154
720,0,0,0,2160
721,1,1,1,2160
722,0,0,0,2166
723,0,1,1,2166
724,2,0,0,2172
725,0,1,1,2172
726,0,0,0,2178
727,0,1,1,2178
728,1,0,0,2184
729,2,1,1,2184
730,2,0,0,2190
731,2,1,1,2190
732,2,0,0,2196
733,0,1,1,2196
734,2,0,0,2202
735,1,1,1,2202
736,0,0,0,2208
737,1,1,1,2208
738,1,0,0,2214
739,1,1,1,2214
740,2,0,0,2220
741,1,1,1,2220
742,1,0,0,2226
743,0,1,1,2226
744,2,0,0,2232
745,1,1,1,2232
746,0,0,0,2238
747,2,1,1,2238
748,1,0,0,2244
749,0,1,1,2244
750,2,0,0,2250
751,1,1,1,2250
752,2,0,0,2256
753,2,1,1,2256
754,0,0,0,2262
755,0,1,1,2262
756,0,0,0,2268
757,1,1,1,2268
758,0,0,0,2274
759,0,1,1,2274
760,0,0,0,2280
761,2,1,1,2280
762,2,0,0,2286
763,0,1,1,2286
764,0,0,0,2292
765,1,1,1,2292
766,2,0,0,2298
767,0,1,1,2298
768,0,0,0,2304
769,0,1,1,2304
770,0,0,0,2310
771,1,1,1,2310
772,2,0,0,2316
773,1,1,1,2316
774,2,0,0,2322
775,1,1,1,2322
776,0,0,0,2328
777,2,1,1,2328
778,0,0,0,2334
779,0,1,1,2334
780,0,0,0,2340
781,0,1,1,2340
782,1,0,0,2346
783,1,1,1,2346
784,1,0,0,2352
785,2,1,1,2352
786,0,0,0,2358
787,2,1,1,2358
788,0,0,0,2364
789,0,1,1,2364
790,1,0,0,2370
791,0,1,1,2370
792,0,0,0,2376
793,0,1,1,2376
794,0,0,0,2382
795,2,1,1,2382
796,0,0,0,2388
797,2,1,1,2388
798,1,0,0,2394
799,0,1,1,2394
800,0,0,0,2400
801,0,1,1,2400
802,2,0,0,2406
803,0,1,1,2406
804,1,0,0,2412
805,1,1,1,2412
806,0,0,0,2418
807,0,1,1,2418
808,2,0,0,2424
809,0,1,1,2424
810,1,0,0,2430
811,1,1,1,2430
812,0,0,0,2436
813,1,1,1,2436
814,0,0,0,2442
815,2,1,1,2442
816,2,0,0,2448
817,1,1,1,2448
818,0,0,0,2454
819,2,1,1,2454
820,0,0,0,2460
821,2,1,1,2460
822,1,0,0,2466
823,2,1,1,2466
824,0,0,0,2472
825,1,1,1,2472
826,1,0,0,2478
827,0,1,1,2478
828,0,0,0,2484
829,1,1,1,2484
830,2,0,0,2490
831,2,1,1,2490
832,2,0,0,2496
833,1,1,1,2496
834,2,0,0,2502
835,0,1,1,2502
836,1,0,0,2508
837,0,1,1,2508
838,2,0,0,2514
839,2,1,1,2514
840,2,0,0,2520
841,1,1,1,2520
842,1,0,0,2526
843,1,1,1,2526
844,0,0,0,2532
845,0,1,1,2532
846,1,0,0,2538
847,2,1,1,2538
848,2,0,0,2544
849,1,1,1,2544
850,0,0,0,2550
851,1,1,1,2550
852,0,0,0,2556
853,2,1,1,2556
854,2,0,0,2562
855,1,1,1,2562
856,2,0,0,2568
857,1,1,1,2568
858,1,0,0,2574
859,2,1,1,2574
860,0,0,0,2580
861,1,1,1,2580
862,2,0,0,2586
863,0,1,1,2586
864,2,0,0,2592
865,0,1,1,2592
866,2,0,0,2598
867,2,1,1,2598
868,1,0,0,2604
869,0,1,1,2604
870,0,0,0,2610
871,2,1,1,2610
872,2,0,0,2616
873,2,1,1,2616
874,1,0,0,2622
875,0,1,1,2622
876,1,0,0,2628
877,1,1,1,2628
878,1,0,0,2634
879,1,1,1,2634
880,0,0,0,2640
881,2,1,1,2640
882,2,0,0,2646
883,0,1,1,2646
884,0,0,0,2652
885,0,1,1,2652
886,2,0,0,2658
887,0,1,1,2658
888,0,0,0,2664
889,0,1,1,2664
890,1,0,0,2670
891,2,1,1,2670
892,2,0,0,2676
893,1,1,1,2676
894,1,0,0,2682
895,0,1,1,2682
896,1,0,0,2688
897,2,1,1,2688
898,1,0,0,2694
899,2,1,1,2694
900,0,0,0,2700
901,0,1,1,2700
902,2,0,0,2706
903,2,1,1,2706
904,2,0,0,2712
905,2,1,1,2712
906,2,0,0,2718
907,2,1,1,2718
908,2,0,0,2724
909,2,1,1,2724
910,2,0,0,2730
911,1,1,1,2730
912,1,0,0,2736
913,1,1,1,2736
914,1,0,0,2742
915,0,1,1,2742
916,2,0,0,2748
917,0,1,1,2748
918,0,0,0,2754
919,2,1,1,2754
920,1,0,0,2760
921,2,1,1,2760
922,1,0,0,2766
923,0,1,1,2766
924,2,0,0,2772
925,1,1,1,2772
926,1,0,0,2778
927,2,1,1,2778
928,1,0,0,2784
929,0,1,1,2784
930,0,0,0,2790
931,1,1,1,2790
932,2,0,0,2796
933,0,1,1,2796
934,0,0,0,2802
935,2,1,1,2802
936,2,0,0,2808
937,0,1,1,2808
938,0,0,0,2814
939,1,1,1,2814
940,2,0,0,2820
941,1,1,1,2820
942,0,0,0,2826
943,2,1,1,2826
944,2,0,0,2832
945,1,1,1,2832
946,2,0,0,2838
947,2,1,1,2838
948,1,0,0,2844
949,1,1,1,2844
950,1,0,0,2850
951,1,1,1,2850
952,0,0,0,2856
953,1,1,1,2856
954,0,0,0,2862
955,0,1,1,2862
956,1,0,0,2868
957,2,1,1,2868
958,2,0,0,2874
959,0,1,1,2874
960,1,0,0,2880
961,1,1,1,2880
962,2,0,0,2886
963,1,1,1,2886
964,2,0,0,2892
965,2,1,1,2892
966,2,0,0,2898
967,2,1,1,2898
968,2,0,0,2904
969,1,1,1,2904
970,0,0,0,2910
971,1,1,1,2910
972,2,0,0,2916
973,0,1,1,2916
974,1,0,0,2922
975,1,1,1,2922
976,0,0,0,2928
977,2,1,1,2928
978,1,0,0,2934
979,0,1,1,2934
980,1,0,0,2940
981,0,1,1,2940
982,0,0,0,2946
983,1,1,1,2946
984,0,0,0,2952
985,2,1,1,2952
986,0,0,0,2958
987,1,1,1,2958
988,1,0,0,2964
989,0,1,1,2964
990,0,0,0,2970
991,1,1,1,2970
992,2,0,0,2976
993,2,1,1,2976
994,0,0,0,2982
995,0,1,1,2982
996,0,0,0,2988
997,1,1,1,2988
998,2,0,0,2994
999,1,1,1,2994
1000,0,0,0,3000
1001,1,1,1,3000
1002,1,0,0,3006
1003,0,1,1,3006
1004,2,0,0,3012
1005,0,1,1,3012
1006,1,0,0,3018
1007,1,1,1,3018
1008,1,0,0,3024
1009,1,1,1,3024
1010,1,0,0,3030
1011,0,1,1,3030
1012,1,0,0,3036
1013,0,1,1,3036
1014,2,0,0,3042
1015,2,1,1,3042
1016,0,0,0,3048
1017,2,1,1,3048
1018,2,0,0,3054
1019,0,1,1,3054
1020,1,0,0,3060
1021,1,1,1,3060
1022,1,0,0,3066
1023,1,1,1,3066
1024,0,0,0,3072
1025,0,1,1,3072
1026,0,0,0,3078
1027,1,1,1,3078
1028,0,0,0,3084
1029,1,1,1,3084
1030,2,0,0,3090
1031,0,1,1,3090
1032,1,0,0,3096
1033,1,1,1,3096
1034,0,0,0,3102
1035,0,1,1,3102
1036,2,0,0,3108
1037,2,1,1,3108
1038,0,0,0,3114
1039,1,1,1,3114
1040,2,0,0,3120
1041,0,1,1,3120
1042,0,0,0,3126
1043,1,1,1,3126
1044,1,0,0,3132
1045,1,1,1,3132
1046,0,0,0,3138
1047,2,1,1,3138
1048,1,0,0,3144
1049,0,1,1,3144
1050,0,0,0,3150
1051,1,1,1,3150
1052,0,0,0,3156
1053,1,1,1,3156
1054,1,0,0,3162
1055,0,1,1,3162
1056,2,0,0,3168
1057,2,1,1,3168
1058,2,0,0,3174
1059,2,1,1,3174
1060,0,0,0,3180
1061,0,1,1,3180
1062,1,0,0,3186
1063,1,1,1,3186
1064,2,0,0,3192
1065,2,1,1,3192
1066,2,0,0,3198
1067,2,1,1,3198
1068,0,0,0,3204
1069,1,1,1,3204
1070,2,0,0,3210
1071,2,1,1,3210
1072,2,0,0,3216
1073,1,1,1,3216
1074,2,0,0,3222
1075,1,1,1,3222
1076,1,0,0,3228
1077,2,1,1,3228
1078,0,0,0,3234
1079,2,1,1,3234
1080,2,0,0,3240
1081,2,1,1,3240
1082,1,0,0,3246
1083,1,1,1,3246
1084,1,0,0,3252
1085,2,1,1,3252
1086,1,0,0,3258
1087,0,1,1,3258
1088,1,0,0,3264
1089,1,1,1,3264
1090,2,0,0,3270
1091,2,1,1,3270
1092,2,0,0,3276
1093,2,1,1,3276
1094,1,0,0,3282
1095,1,1,1,3282
1096,2,0,0,3288
1097,2,1,1,3288
1098,0,0,0,3294
1099,0,1,1,3294
1100,1,0,0,3300
1101,2,1,1,3300
1102,1,0,0,3306
1103,2,1,1,3306
1104,1,0,0,3312
1105,1,1,1,3312
1106,2,0,0,3318
1107,2,1,1,3318
1108,2,0,0,3324
1109,1,1,1,3324
1110,0,0,0,3330
1111,1,1,1,3330
1112,1,0,0,3336
1113,2,1,1,3336
1114,1,0,0,3342
1115,1,1,1,3342
1116,2,0,0,3348
1117,1,1,1,3348
1118,0,0,0,3354
1119,0,1,1,3354
1120,1,0,0,3360
1121,0,1,1,3360
1122,1,0,0,3366
1123,2,1,1,3366
1124,2,0,0,3372
1125,0,1,1,3372
1126,2,0,0,3378
1127,2,1,1,3378
1128,2,0,0,3384
1129,2,1,1,3384
1130,1,0,0,3390
1131,2,1,1,3390
1132,1,0,0,3396
1133,0,1,1,3396
1134,2,0,0,3402
1135,0,1,1,3402
1136,1,0,0,3408
1137,0,1,1,3408
1138,0,0,0,3414
1139,1,1,1,3414
1140,1,0,0,3420
1141,1,1,1,3420
1142,0,0,0,3426
1143,2,1,1,3426
1144,1,0,0,3432
1145,0,1,1,3432
1146,2,0,0,3438
1147,0,1,1,3438
1148,2,0,0,3444
1149,0,1,1,3444
1150,1,0,0,3450
1151,2,1,1,3450
1152,2,0,0,3456
1153,2,1,1,3456
1154,1,0,0,3462
1155,2,1,1,3462
1156,0,0,0,3468
1157,1,1,1,3468
1158,1,0,0,3474
1159,2,1,1,3474
1160,0,0,0,3480
1161,2,1,1,3480
1162,1,0,0,3486
1163,1,1,1,3486
1164,2,0,0,3492
1165,0,1,1,3492
1166,2,0,0,3498
1167,2,1,1,3498
1168,0,0,0,3504
1169,1,1,1,3504
1170,0,0,0,3510
1171,0,1,1,3510
1172,2,0,0,3516
1173,0,1,1,3516
1174,1,0,0,3522
1175,1,1,1,3522
1176,2,0,0,3528
1177,1,1,1,3528
1178,0,0,0,3534
1179,0,1,1,3534
1180,2,0,0,3540
1181,2,1,1,3540
1182,1,0,0,3546
1183,0,1,1,3546
1184,2,0,0,3552
1185,1,1,1,3552
1186,2,0,0,3558
1187,2,1,1,3558
1188,0,0,0,3564
1189,2,1,1,3564
1190,2,0,0,3570
1191,0,1,1,3570
1192,1,0,0,3576
1193,2,1,1,3576
1194,2,0,0,3582
1195,1,1,1,3582
1196,0,0,0,3588
1197,2,1,1,3588
1198,0,0,0,3594
1199,0,1,1,3594
