travel_time,id,kind,action,origin,destination,start_time,reward,reward_right
2.35,0,Human,2,1,1,1401,-2.35,-2.3333333333333335
3.933333333333333,1,Human,2,0,0,2317,-3.933333333333333,-3.9
3.033333333333333,2,Human,0,0,0,1220,-3.033333333333333,-3.0
2.2666666666666666,3,Human,1,0,1,1610,-2.2666666666666666,-2.3833333333333333
2.1166666666666667,5,Human,0,0,1,2821,-2.1166666666666667,-2.1333333333333333
1.8166666666666667,6,AV,2,0,1,1698,-1.8166666666666667,-1.8
3.0,8,AV,1,0,0,2887,-3.0,-3.066666666666667
2.0166666666666666,9,AV,2,0,1,1762,-2.0166666666666666,-2.0166666666666666
2.7333333333333334,11,Human,2,1,1,1731,-2.7333333333333334,-2.716666666666667
1.9166666666666667,13,Human,0,0,1,2379,-1.9166666666666667,-1.9166666666666667
4.183333333333334,14,Human,1,1,0,1581,-4.183333333333334,-4.166666666666667
4.433333333333334,15,Human,1,1,0,2161,-4.433333333333334,-4.2
4.2,16,Human,1,1,0,1799,-4.2,-3.933333333333333
2.033333333333333,17,Human,2,0,1,2408,-2.033333333333333,-2.033333333333333
4.016666666666667,19,Human,2,1,0,1009,-4.016666666666667,-4.016666666666667
4.35,20,Human,0,1,0,2240,-4.35,-4.35
5.333333333333333,21,Human,0,1,0,1778,-5.333333333333333,-5.3
4.15,22,Human,2,1,0,1602,-4.15,-4.4
