travel_time,id,kind,action,origin,destination,start_time,reward,reward_right
2.3333333333333335,0,Human,2,1,1,1401,-2.3333333333333335,-2.3333333333333335
2.55,1,Human,1,0,0,2317,-2.55,-3.9
4.65,2,Human,2,0,0,1220,-4.65,-3.0
2.3333333333333335,3,Human,1,0,1,1610,-2.3333333333333335,-2.3833333333333333
2.15,5,Human,1,0,1,2821,-2.15,-2.1333333333333333
1.8166666666666667,6,AV,2,0,1,1698,-1.8166666666666667,-1.8
3.05,8,AV,0,0,0,2887,-3.05,-3.066666666666667
2.0,9,AV,0,0,1,1762,-2.0,-2.0166666666666666
2.6166666666666667,11,Human,0,1,1,1731,-2.6166666666666667,-2.716666666666667
1.9166666666666667,13,Human,1,0,1,2379,-1.9166666666666667,-1.9166666666666667
3.966666666666667,14,Human,2,1,0,1581,-3.966666666666667,-4.166666666666667
4.2,15,Human,2,1,0,2161,-4.2,-4.2
3.95,16,Human,2,1,0,1799,-3.95,-3.933333333333333
2.033333333333333,17,Human,1,0,1,2408,-2.033333333333333,-2.033333333333333
4.016666666666667,19,Human,2,1,0,1009,-4.016666666666667,-4.016666666666667
4.116666666666666,20,Human,2,1,0,2240,-4.116666666666666,-4.35
5.3,21,Human,1,1,0,1778,-5.3,-5.3
4.366666666666666,22,Human,1,1,0,1602,-4.366666666666666,-4.4
