travel_time,id,kind,action,origin,destination,start_time,reward,reward_right,cost_table
0.65,0,Human,0,0,0,12,-0.65,-0.65,"-0.6508751655064717,-1.0227447473493336"
0.65,1,Human,0,0,0,35,-0.65,-0.65,"-0.6533969595764664,-1.054985923537286"
0.55,2,Human,0,0,0,7,-0.55,-0.55,"-0.5481710414943961,-0.8933466509366614"
0.7,3,Human,0,0,0,44,-0.7,-0.7,"-0.6997672907789078,-1.081871527620226"
0.6333333333333333,4,Human,0,0,0,28,-0.6333333333333333,-0.6333333333333333,"-0.6381031650416854,-1.003005408774827"
0.4666666666666667,5,Human,0,0,0,3,-0.4666666666666667,-0.4666666666666667,"-0.4666666666666646,-0.845908333289472"
0.7333333333333333,6,Human,0,0,0,40,-0.7333333333333333,-0.7333333333333333,"-0.7323599982066045,-1.1439178299801727"
0.6833333333333333,7,Human,0,0,0,22,-0.6833333333333333,-0.6833333333333333,"-0.6869188100203625,-1.1232517273099563"
0.6666666666666666,8,Human,0,0,0,49,-0.6666666666666666,-0.6666666666666666,"-0.6655451297047001,-1.061114259188685"
0.6333333333333333,9,Human,0,0,0,18,-0.6333333333333333,-0.6333333333333333,"-0.6344936152381689,-0.9652830549333337"
0.5666666666666667,10,Human,0,0,0,10,-0.5666666666666667,-0.5666666666666667,"-0.5666666666667026,-0.9029228228608002"
0.6833333333333333,11,Human,0,0,0,50,-0.6833333333333333,-0.6833333333333333,"-0.6817809093278232,-1.0058956497875724"
0.6333333333333333,12,Human,0,0,0,15,-0.6333333333333333,-0.6333333333333333,"-0.6344479086101394,-0.9566916042200407"
0.65,13,Human,0,0,0,20,-0.65,-0.65,"-0.650113939427932,-1.0054979558277124"
0.65,14,Human,0,0,0,25,-0.65,-0.65,"-0.6546182702162837,-1.0615858235454263"
0.65,15,Human,0,0,0,30,-0.65,-0.65,"-0.6536635886673119,-1.0113186008340893"
0.5,16,Human,0,0,0,5,-0.5,-0.5,"-0.5000130492945515,-0.908995657755307"
0.65,17,Human,0,0,0,32,-0.65,-0.65,"-0.6542565669364444,-1.0107026902839027"
0.55,18,Human,0,0,0,8,-0.55,-0.55,"-0.5500081558066082,-0.8901131173423789"
0.6833333333333333,19,Human,0,0,0,38,-0.6833333333333333,-0.6833333333333333,"-0.6853559628750604,-1.0569769423912962"
